document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
8358,The Gift of Service,Motivation/Inspiration,motivation-inspiration,,2018 BMR December,2018-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-12-allen.pdf,https://texasbandmasters.org/document-library/
12121,"The Good, the Bad and the Ugly! What the Judges are Looking For and Hearing",General,general,Randy Vaughn,2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-vaughn.pdf,https://texasbandmasters.org/document-library/
8468,"The Good, the Bad, and the Ugly of 38 years in the Band Business",General,general,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Good-the-Bad-and-the-Ugly-of-38-years-in-the-Band-Business-Watson.pdf,https://texasbandmasters.org/document-library/
8235,The Great Divide: Making the Percussionists’ Middle School Years Count,Pedagogy-Percussion,pedagogy-percussion-2,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Great-Divide-Making-the-Percussionists-MS-Years-Count-Ralph-Hicks-Eric-Rath.pdf,https://texasbandmasters.org/document-library/
8490,"The Hard-Cold, Truthful Facts About Student Leadership",Motivation/Inspiration,motivation-inspiration,,2017 BMR April,2017-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-04-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9251,The Heart and Soul of Every Exemplary Music Educator: The Gift of Teaching Music,Motivation/Inspiration,motivation-inspiration,,2012 BMR September,2012-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2012-09-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8129,The History of Pyware,Technology,technology,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_kolb.pdf,https://texasbandmasters.org/document-library/
8260,The Importance of a Leader’s Attitude and Character!,Motivation/Inspiration,motivation-inspiration,,2019 BMR April,2019-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_04_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9985,The Importance of Playing Duets,Pedagogy-Ensemble,pedagogy-ensemble-2,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-irish1.pdf,https://texasbandmasters.org/document-library/
8280,The Importance of Singing in ALL Music Classes,Pedagogy,pedagogy,,2019 BMR December,2019-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_12_mclerren.pdf,https://texasbandmasters.org/document-library/
7977,The Importance of Teaching Beginners,Beginner Band,beginner-band,,2020 BMR September,2020-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_09_nail.pdf,https://texasbandmasters.org/document-library/
9987,The Inner Game of Sightreading,Pedagogy-Ensemble,pedagogy-ensemble-2,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-davis1.pdf,https://texasbandmasters.org/document-library/
9200,"The Inside Story, The composers Perspective on His Music",Composer,composer,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_sheldon.pdf,https://texasbandmasters.org/document-library/
9320,The Inside Story: A Composer’s Perspective On His Music,Composer,composer,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_sheldon.pdf,https://texasbandmasters.org/document-library/
8130,The Interpretation of the Concert March,Pedagogy-Ensemble,pedagogy-ensemble-2,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_rhea.pdf,https://texasbandmasters.org/document-library/
8470,The IPS: The Beginning Band Guide to Success,Beginner Band,beginner-band,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-IPS-The-Beginning-Band-Guide-to-Success-Hairston-Escobedo.pdf,https://texasbandmasters.org/document-library/
8145,The Journey That Matters,Motivation/Inspiration,motivation-inspiration,,2022 BMR April,2022-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_4_yee.pdf,https://texasbandmasters.org/document-library/
9689,The Key to Being a Great Assistant Director,General,general,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-kostermanhudgin1.pdf,https://texasbandmasters.org/document-library/
8900,The Keys to Program Success,Motivation/Inspiration,motivation-inspiration,,2015 BMR December,2015-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-12-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
12340,The Long Game: A Guide for a Joyful & Sustainable Career,Health/Wellness,health-wellness,Kerry Taylor,2026 BMR April,2026-bmr-april,,https://texasbandmasters.org/document-library/
8472,The Modern Musical Mystery: How Do I Style a March??,Pedagogy-Ensemble,pedagogy-ensemble-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Modern-Musical-Mystery-How-Do-I-Style-a-March-Grant.pdf,https://texasbandmasters.org/document-library/
8920,The Most Common Mistakes Band Directors Make,Program Management,program-management,,2015 BMR September,2015-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-09-haynes.pdf,https://texasbandmasters.org/document-library/
8859,The Most Common Mistakes Most Band Directors Make,General,general,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_haynes.pdf,https://texasbandmasters.org/document-library/
8120,The Multimedia Production of Giroux’s Symphony No. VI – The Big Blue Marble,Technology,technology,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_genevro.pdf,https://texasbandmasters.org/document-library/
11864,The Music of Carol Brittin Chambers,Conducting/Literature/Artistry,conducting-literature-artistry,Carol Brittin Chambers - TBA Featured Composer,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/The-Music-of-Carol-Brittin-Chambers-Clinician-Carol-Brittin-Chambers-TBA-Featured-Composer.pdf,https://texasbandmasters.org/document-library/
9202,The Music of Mark Camphouse,Composer,composer,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_camphouse.pdf,https://texasbandmasters.org/document-library/
8886,The Music of Success and The Success of Music,Motivation/Inspiration,motivation-inspiration,,2015 BMR April,2015-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2015-04-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9989,The New Face of Music Advocacy,General,general,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-hazo1.pdf,https://texasbandmasters.org/document-library/
7828,The New UIL Marching Band Adjudication Sheets,Marching Band,marching-band,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Kent.pdf,https://texasbandmasters.org/document-library/
8861,The Next Step: Ways to Maximize Your Student Teaching Experience,General,general,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_richardson.pdf,https://texasbandmasters.org/document-library/
9606,The OCD Approach to Taking a Band to UIL Contest,General,general,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-benzer.pdf,https://texasbandmasters.org/document-library/
9468,The OCD Approach to Taking a Band to UIL Contest,Pedagogy,pedagogy,,2010 BMR March,2010-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-03-benzer.pdf,https://texasbandmasters.org/document-library/
12341,The One Choice We Have: Our Attitude!,Motivation/Inspiration,motivation-inspiration,Dr. Tim Lautzenheiser,2026 BMR April,2026-bmr-april,,https://texasbandmasters.org/document-library/
9064,The Parents Role in Their Musician’s Homework,Motivation/Inspiration,motivation-inspiration,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Bradford-The-Parent-s-Role.pdf,https://texasbandmasters.org/document-library/
9800,The Path of Least Resistance,Health/Wellness,health-wellness,,2006 BMR June,2006-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-06-workman1.pdf,https://texasbandmasters.org/document-library/
9576,The Personal Values of a Student Leader,Student Leadership,student-leadership,,2009 BMR September,2009-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-09-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8502,The Pocket Guide to Teaching Trombone,Pedagogy-Brass,pedagogy-brass-2,,2017 BMR December,2017-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-12-scott.pdf,https://texasbandmasters.org/document-library/
7959,The Power of Inclusion,General,general,,2020 BMR December,2020-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_12_loyde.pdf,https://texasbandmasters.org/document-library/
11792,The Power of Movement: Elevating Musical Expression Beyond the Marching Field,Marching Band,marching-band,"Courtney Allyson-Mills , Michael Rosales",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/The-Power-of-Movement-Elevating-Musical-Expression-Beyond-the-Marching-Field-Clinicians-Courtney-Allyson-Mills-Michael-Rosales.pdf,https://texasbandmasters.org/document-library/
8033,"The Power of Planning: Why Planning Daily, Weekly, Monthly, and Yearly Helps Your Program Stay on Track for Your Year-end Goals",Program Management,program-management,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_barrera.pdf,https://texasbandmasters.org/document-library/
9066,The Process of Purchasing New Uniforms,Program Management,program-management,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Mast-Sabach-The-Process-of-Purchasing-New-Uniforms.pdf,https://texasbandmasters.org/document-library/
11866,The Pursuit of Harmony: Building Healthy Habits for the Band Directing Marathon,Health/Wellness,health-wellness,"Chris Yee , Garth , Nils Gundersen",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/The-Pursuit-of-Harmony-Building-Healthy-Habits-for-the-Band-Directing-Marathon-Clinicians-Garth-Gundersen-Nils-Gundersen-Chris-Yee.pdf,https://texasbandmasters.org/document-library/
12087,The Real Heroes,Motivation/Inspiration,motivation-inspiration,Lieutenant Colonel Michael D. Pyatt,2004 BMR March,2004-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-03-pyatt1.pdf,https://texasbandmasters.org/document-library/
9724,The Real Key to True Leadership,Motivation/Inspiration,motivation-inspiration,,2007 BMR June,2007-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2007-06-lautzenheiser1.pdf,https://texasbandmasters.org/document-library/
9322,The Region Band Clinician: Strategies For Success!,General,general,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_owens.pdf,https://texasbandmasters.org/document-library/
8131,The Ripple Effect,Program Management,program-management,,2022 BMR September,2022-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_9_allend.pdf,https://texasbandmasters.org/document-library/
12088,The Sax is NOT a Clarinet!,Pedagogy-Woodwind,pedagogy-woodwind-2,Rhett Bender,2004 BMR March,2004-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-03-bender1.pdf,https://texasbandmasters.org/document-library/
9384,The Saxophone From “Bach to Bop”,Pedagogy-Woodwind,pedagogy-woodwind-2,,2011 BMR March,2011-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-03-eckert.pdf,https://texasbandmasters.org/document-library/
8607,The Saxophone from Bach to Bop,Pedagogy-Woodwind,pedagogy-woodwind-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Eckert-Joe-Tha-Saxohpne-from-Bach-to-Bop.pdf,https://texasbandmasters.org/document-library/
9431,The Saxophone from Bach to Bop,Pedagogy-Woodwind,pedagogy-woodwind-2,,2011 TBA Handout,2011-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2011_eckert.pdf,https://texasbandmasters.org/document-library/
9814,The Saxophone: The Easiest Instrument to Play…Badly,Pedagogy-Woodwind,pedagogy-woodwind-2,,2006 BMR March,2006-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-03-bryan1.pdf,https://texasbandmasters.org/document-library/
8034,The Secret to Establishing a Fundamentally Fabulous Flute Section,Pedagogy-Woodwind,pedagogy-woodwind-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_kalisek.pdf,https://texasbandmasters.org/document-library/
7871,The Set of the Sail,Motivation/Inspiration,motivation-inspiration,,2021 BMR December,2021-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_12_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8863,The Seven Deadly Sins Of Music Making,Conducting/Literature/Artistry,conducting-literature-artistry,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_floyd.pdf,https://texasbandmasters.org/document-library/
8908,The Seven Deadly Sins of Music Making,Pedagogy,pedagogy,,2015 BMR June,2015-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_june_floyd.pdf,https://texasbandmasters.org/document-library/
7979,The Six Stages of Coronavirus Grief,Health/Wellness,health-wellness,,2020 BMR September,2020-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_09_scott.pdf,https://texasbandmasters.org/document-library/
12342,The Summer Advantage: Off-Season Strategies for Band Program Growth,Recruiting/Retention,recruiting-retention,Kathy Johnson,2026 BMR April,2026-bmr-april,,https://texasbandmasters.org/document-library/
8474,The Three E’s of Rehearsal: Better Ways to Work Your Band,Featured Clinician,featured-clinician,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/The-Three-E-s-of-Rehearsal-Better-Ways-to-Work-Your-Band-Richard-Floyd.pdf,https://texasbandmasters.org/document-library/
7881,The Three Pillars of Student Leadership,Student Leadership,student-leadership,,2021 BMR June,2021-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_6_montgomery.pdf,https://texasbandmasters.org/document-library/
8380,The Top 10 Things To Do Right Now To Clean Your Marching Band,Marching Band,marching-band,,2018 BMR September,2018-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-09-chreste.pdf,https://texasbandmasters.org/document-library/
7830,The Total Band Program,Program Management,program-management,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Drinkwater.pdf,https://texasbandmasters.org/document-library/
8504,The Trilogy of Successful Educators,Motivation/Inspiration,motivation-inspiration,,2017 BMR December,2017-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-12-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
